#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
79994                -          input_alignment      -            8.4e-17   60.4   0.0   9.5e-17   60.2   0.0   1.0   1   0   0   1   1   1   1 -
8789                 -          input_alignment      -            1.2e-16   59.9   0.0   1.6e-16   59.5   0.0   1.1   1   0   0   1   1   1   1 -
2349                 -          input_alignment      -            1.3e-16   59.7   0.0   1.8e-16   59.3   0.0   1.1   1   0   0   1   1   1   1 -
13128                -          input_alignment      -            1.4e-16   59.7   0.1   1.6e-16   59.4   0.1   1.0   1   0   0   1   1   1   1 -
241                  -          input_alignment      -            1.4e-16   59.6   0.0   1.5e-16   59.6   0.0   1.0   1   0   0   1   1   1   1 -
16150                -          input_alignment      -            1.7e-16   59.4   0.0     2e-16   59.1   0.0   1.0   1   0   0   1   1   1   1 -
72691                -          input_alignment      -            1.8e-16   59.3   2.1   2.1e-15   55.8   2.1   1.9   1   1   0   1   1   1   1 -
69092                -          input_alignment      -            1.9e-16   59.2   4.7     2e-16   59.1   4.7   1.0   1   0   0   1   1   1   1 -
5312                 -          input_alignment      -            3.1e-16   58.5   0.1   4.2e-16   58.1   0.1   1.1   1   0   0   1   1   1   1 -
68847                -          input_alignment      -            3.8e-16   58.2   0.0   4.5e-16   58.0   0.0   1.0   1   0   0   1   1   1   1 -
64                   -          input_alignment      -            4.3e-16   58.0   6.9   4.7e-16   57.9   3.6   1.9   1   1   1   2   2   2   1 -
81316                -          input_alignment      -            4.5e-16   58.0  14.1   1.4e-13   49.8   5.6   1.7   1   1   1   2   2   2   2 -
1740                 -          input_alignment      -            4.5e-16   58.0   0.0   5.1e-16   57.8   0.0   1.0   1   0   0   1   1   1   1 -
77223                -          input_alignment      -            6.5e-16   57.4   0.4   6.8e-16   57.4   0.4   1.0   1   0   0   1   1   1   1 -
10874                -          input_alignment      -            7.4e-16   57.2   6.9   9.2e-16   56.9   6.9   1.1   1   0   0   1   1   1   1 -
82903                -          input_alignment      -            7.9e-16   57.2   0.1   1.1e-15   56.7   0.1   1.1   1   0   0   1   1   1   1 -
73547                -          input_alignment      -            1.2e-15   56.6   0.3     1e-14   53.5   0.3   1.9   1   1   0   1   1   1   1 -
73679                -          input_alignment      -            1.4e-15   56.3   0.1   1.4e-15   56.3   0.1   1.0   1   0   0   1   1   1   1 -
13581                -          input_alignment      -            1.7e-15   56.1   0.0   2.3e-15   55.6   0.0   1.1   1   0   0   1   1   1   1 -
11690                -          input_alignment      -            1.8e-15   56.0   0.0   2.2e-15   55.7   0.0   1.0   1   0   0   1   1   1   1 -
5172                 -          input_alignment      -            2.1e-15   55.7   2.8   2.5e-08   32.3   1.0   2.0   1   1   1   2   2   2   2 -
17804                -          input_alignment      -            2.2e-15   55.7   0.0   3.8e-15   54.9   0.0   1.3   1   1   0   1   1   1   1 -
13127                -          input_alignment      -            2.4e-15   55.5   0.0   2.8e-15   55.4   0.0   1.0   1   0   0   1   1   1   1 -
72824                -          input_alignment      -            2.7e-15   55.4   3.3   4.8e-15   54.6   3.3   1.4   1   1   0   1   1   1   1 -
6114                 -          input_alignment      -            3.2e-15   55.2   3.5   1.1e-14   53.4   3.6   1.4   1   1   0   1   1   1   1 -
1944                 -          input_alignment      -            3.2e-15   55.1   9.9   3.1e-08   32.0   3.4   2.0   1   1   1   2   2   2   2 -
10387                -          input_alignment      -            3.8e-15   54.9   6.2   4.4e-15   54.7   6.2   1.0   1   0   0   1   1   1   1 -
5171                 -          input_alignment      -            3.9e-15   54.9   2.5   3.6e-08   31.8   0.8   2.0   1   1   1   2   2   2   2 -
8967                 -          input_alignment      -            4.5e-15   54.7   2.0   2.7e-07   28.9   0.0   2.0   1   1   1   2   2   2   2 -
11466                -          input_alignment      -            4.6e-15   54.6   0.1   6.2e-15   54.2   0.1   1.1   1   0   0   1   1   1   1 -
8004                 -          input_alignment      -            5.2e-15   54.4   6.5    0.0035   15.3   0.4   2.5   1   1   0   1   1   1   1 -
76644                -          input_alignment      -            5.4e-15   54.4   0.0   8.4e-15   53.8   0.0   1.2   1   0   0   1   1   1   1 -
11149                -          input_alignment      -            5.7e-15   54.3   0.0   6.6e-15   54.1   0.0   1.0   1   0   0   1   1   1   1 -
11326                -          input_alignment      -            5.8e-15   54.3   0.3   8.1e-15   53.8   0.3   1.2   1   0   0   1   1   1   1 -
871                  -          input_alignment      -              6e-15   54.3   0.4   6.2e-15   54.2   0.4   1.0   1   0   0   1   1   1   1 -
1943                 -          input_alignment      -            7.5e-15   53.9   8.0   7.7e-08   30.7   1.7   2.0   1   1   1   2   2   2   2 -
72037                -          input_alignment      -            7.9e-15   53.8   0.1   8.6e-15   53.7   0.1   1.0   1   0   0   1   1   1   1 -
10853                -          input_alignment      -            9.7e-15   53.6   0.2   1.1e-14   53.4   0.2   1.1   1   0   0   1   1   1   1 -
11998                -          input_alignment      -              1e-14   53.5   0.0   1.2e-14   53.3   0.0   1.0   1   0   0   1   1   1   1 -
6158                 -          input_alignment      -            1.2e-14   53.3   6.1   2.6e-14   52.2   6.1   1.5   1   1   0   1   1   1   1 -
6159                 -          input_alignment      -            1.2e-14   53.3   6.1   2.6e-14   52.2   6.1   1.5   1   1   0   1   1   1   1 -
7817                 -          input_alignment      -            1.2e-14   53.3   0.4   1.2e-14   53.2   0.4   1.0   1   0   0   1   1   1   1 -
78290                -          input_alignment      -            1.3e-14   53.2   3.7   1.9e-14   52.6   3.7   1.2   1   0   0   1   1   1   1 -
1170                 -          input_alignment      -            1.3e-14   53.1   1.9   1.5e-14   52.9   1.9   1.0   1   0   0   1   1   1   1 -
39                   -          input_alignment      -            1.4e-14   53.1   1.1   1.6e-14   52.8   1.1   1.1   1   0   0   1   1   1   1 -
817                  -          input_alignment      -            1.5e-14   53.0   0.3   1.7e-14   52.8   0.3   1.0   1   0   0   1   1   1   1 -
818                  -          input_alignment      -            1.5e-14   53.0   0.3   1.7e-14   52.8   0.3   1.0   1   0   0   1   1   1   1 -
82985                -          input_alignment      -            1.6e-14   52.8   0.5   4.5e-13   48.0   0.1   2.0   2   0   0   2   2   2   1 -
70382                -          input_alignment      -              2e-14   52.5   0.0   2.3e-14   52.3   0.0   1.1   1   0   0   1   1   1   1 -
12158                -          input_alignment      -            2.1e-14   52.5   0.2   8.1e-14   50.5   0.2   1.7   1   1   0   1   1   1   1 -
83118                -          input_alignment      -            2.7e-14   52.1   0.0   3.8e-14   51.6   0.0   1.1   1   0   0   1   1   1   1 -
4698                 -          input_alignment      -            2.7e-14   52.1   1.7   2.8e-14   52.0   1.7   1.0   1   0   0   1   1   1   1 -
10661                -          input_alignment      -            2.8e-14   52.0   5.1   4.1e-14   51.5   4.6   1.3   1   1   0   1   1   1   1 -
11895                -          input_alignment      -              3e-14   51.9   0.2   6.8e-13   47.4   0.1   2.0   2   0   0   2   2   2   1 -
75477                -          input_alignment      -            3.2e-14   51.8   0.0   3.6e-14   51.7   0.0   1.0   1   0   0   1   1   1   1 -
69448                -          input_alignment      -            3.2e-14   51.8   0.5   3.5e-14   51.7   0.5   1.0   1   0   0   1   1   1   1 -
12852                -          input_alignment      -            3.6e-14   51.7   0.0   1.3e-10   39.9   0.1   2.1   1   1   1   2   2   2   2 -
9997                 -          input_alignment      -            5.1e-14   51.2   3.1   3.8e-10   38.4   2.0   2.0   1   1   1   2   2   2   2 -
15318                -          input_alignment      -            6.4e-14   50.8   0.0   8.7e-14   50.4   0.0   1.1   1   0   0   1   1   1   1 -
14509                -          input_alignment      -            7.2e-14   50.7   0.1   8.3e-14   50.5   0.1   1.0   1   0   0   1   1   1   1 -
15316                -          input_alignment      -            7.6e-14   50.6   0.0     1e-13   50.1   0.0   1.1   1   0   0   1   1   1   1 -
82660                -          input_alignment      -            9.5e-14   50.3   0.1   1.3e-13   49.8   0.1   1.1   1   0   0   1   1   1   1 -
73533                -          input_alignment      -              1e-13   50.2   0.1   1.1e-13   50.0   0.1   1.0   1   0   0   1   1   1   1 -
10243                -          input_alignment      -              1e-13   50.1   0.0   1.1e-13   50.1   0.0   1.0   1   0   0   1   1   1   1 -
1942                 -          input_alignment      -            1.1e-13   50.1   8.7   5.6e-07   27.8   0.7   2.0   1   1   1   2   2   2   2 -
447                  -          input_alignment      -            1.2e-13   49.9   0.7   1.5e-13   49.6   0.7   1.1   1   0   0   1   1   1   1 -
1044                 -          input_alignment      -            1.3e-13   49.8   2.1   2.3e-13   49.0   2.1   1.4   1   1   0   1   1   1   1 -
3845                 -          input_alignment      -            1.6e-13   49.5   0.0   1.9e-13   49.3   0.0   1.0   1   0   0   1   1   1   1 -
6334                 -          input_alignment      -            1.7e-13   49.4   0.0     2e-13   49.2   0.0   1.0   1   0   0   1   1   1   1 -
6682                 -          input_alignment      -            1.8e-13   49.4   0.0   2.4e-13   48.9   0.0   1.1   1   0   0   1   1   1   1 -
245                  -          input_alignment      -            2.2e-13   49.1   0.1   3.4e-13   48.5   0.1   1.1   1   0   0   1   1   1   1 -
8208                 -          input_alignment      -            2.2e-13   49.0   0.0   3.3e-13   48.5   0.0   1.2   1   0   0   1   1   1   1 -
79206                -          input_alignment      -            2.3e-13   49.0   0.0   2.8e-13   48.7   0.0   1.0   1   0   0   1   1   1   1 -
11298                -          input_alignment      -            2.6e-13   48.8   0.1   2.8e-13   48.7   0.1   1.0   1   0   0   1   1   1   1 -
10706                -          input_alignment      -              4e-13   48.2   0.1     6e-13   47.6   0.1   1.2   1   0   0   1   1   1   1 -
16330                -          input_alignment      -            4.4e-13   48.1   0.0   6.5e-13   47.5   0.0   1.1   1   0   0   1   1   1   1 -
82457                -          input_alignment      -            4.6e-13   48.0   0.0   1.4e-10   39.7   0.0   2.1   2   0   0   2   2   2   1 -
80474                -          input_alignment      -            5.3e-13   47.8   0.0     7e-13   47.4   0.0   1.1   1   0   0   1   1   1   1 -
13158                -          input_alignment      -            6.7e-13   47.5   0.3   4.5e-12   44.7   0.3   1.8   1   1   0   1   1   1   1 -
13159                -          input_alignment      -            6.7e-13   47.5   0.3   4.5e-12   44.7   0.3   1.8   1   1   0   1   1   1   1 -
75906                -          input_alignment      -              8e-13   47.2   2.1   8.3e-13   47.2   2.1   1.0   1   0   0   1   1   1   1 -
73270                -          input_alignment      -            8.1e-13   47.2   0.1     1e-12   46.8   0.1   1.1   1   0   0   1   1   1   1 -
785                  -          input_alignment      -            8.3e-13   47.1   0.6   9.2e-13   47.0   0.6   1.0   1   0   0   1   1   1   1 -
6454                 -          input_alignment      -            1.1e-12   46.8   0.0   1.2e-12   46.6   0.0   1.0   1   0   0   1   1   1   1 -
6453                 -          input_alignment      -            1.1e-12   46.8   0.0   1.2e-12   46.6   0.0   1.0   1   0   0   1   1   1   1 -
10851                -          input_alignment      -            1.2e-12   46.6   0.5   4.8e-12   44.6   0.5   1.7   1   1   0   1   1   1   1 -
8366                 -          input_alignment      -            1.2e-12   46.6   0.0   1.6e-12   46.2   0.0   1.1   1   0   0   1   1   1   1 -
1486                 -          input_alignment      -            1.2e-12   46.6   5.1   2.9e-11   42.0   5.1   2.2   1   1   0   1   1   1   1 -
14990                -          input_alignment      -            1.3e-12   46.5   0.3   6.8e-12   44.1   0.3   1.8   1   1   0   1   1   1   1 -
1216                 -          input_alignment      -            1.6e-12   46.2   0.0   2.3e-12   45.7   0.0   1.1   1   0   0   1   1   1   1 -
1217                 -          input_alignment      -            1.6e-12   46.2   0.0   2.3e-12   45.7   0.0   1.1   1   0   0   1   1   1   1 -
6004                 -          input_alignment      -            1.6e-12   46.2   0.4   8.7e-12   43.8   0.4   1.8   1   1   0   1   1   1   1 -
6005                 -          input_alignment      -            1.6e-12   46.2   0.4   8.7e-12   43.8   0.4   1.8   1   1   0   1   1   1   1 -
77729                -          input_alignment      -            1.8e-12   46.0   0.3   2.4e-12   45.7   0.3   1.1   1   0   0   1   1   1   1 -
71920                -          input_alignment      -            1.8e-12   46.0   0.7   2.1e-12   45.8   0.7   1.1   1   0   0   1   1   1   1 -
70901                -          input_alignment      -            2.3e-12   45.7   0.3   2.6e-12   45.5   0.3   1.0   1   0   0   1   1   1   1 -
8581                 -          input_alignment      -            2.4e-12   45.6   0.0   2.4e-12   45.6   0.0   1.1   1   0   0   1   1   1   1 -
81496                -          input_alignment      -            2.5e-12   45.6   1.6   3.1e-12   45.2   1.6   1.1   1   0   0   1   1   1   1 -
9003                 -          input_alignment      -            2.7e-12   45.5   0.0   2.9e-12   45.4   0.0   1.0   1   0   0   1   1   1   1 -
6681                 -          input_alignment      -            3.2e-12   45.2   0.0   4.4e-12   44.7   0.0   1.1   1   0   0   1   1   1   1 -
6683                 -          input_alignment      -            3.2e-12   45.2   0.0   4.4e-12   44.7   0.0   1.1   1   0   0   1   1   1   1 -
15011                -          input_alignment      -            3.7e-12   45.0   0.1     5e-12   44.6   0.1   1.0   1   0   0   1   1   1   1 -
6067                 -          input_alignment      -            4.1e-12   44.8   0.0   6.1e-12   44.3   0.0   1.2   1   0   0   1   1   1   1 -
5741                 -          input_alignment      -            4.3e-12   44.8   0.5   6.1e-12   44.3   0.5   1.1   1   0   0   1   1   1   1 -
68675                -          input_alignment      -            4.4e-12   44.8   0.6   4.4e-12   44.8   0.6   1.0   1   0   0   1   1   1   1 -
247                  -          input_alignment      -            4.6e-12   44.7   0.4     6e-12   44.3   0.4   1.1   1   0   0   1   1   1   1 -
77299                -          input_alignment      -            4.6e-12   44.7   1.8   9.2e-12   43.7   1.8   1.5   1   1   0   1   1   1   1 -
83414                -          input_alignment      -              5e-12   44.6   0.1   2.1e-11   42.5   0.0   1.8   2   0   0   2   2   1   1 -
1414                 -          input_alignment      -            5.5e-12   44.4   3.1   6.5e-12   44.2   3.1   1.0   1   0   0   1   1   1   1 -
73620                -          input_alignment      -            6.6e-12   44.2   0.0   7.5e-12   44.0   0.0   1.0   1   0   0   1   1   1   1 -
7578                 -          input_alignment      -            6.8e-12   44.1  20.8   5.2e-06   24.7   4.8   3.0   1   1   1   3   3   3   3 -
10705                -          input_alignment      -              8e-12   43.9   0.2   1.1e-11   43.4   0.2   1.1   1   0   0   1   1   1   1 -
13471                -          input_alignment      -            8.1e-12   43.9   0.0   1.2e-11   43.4   0.0   1.1   1   0   0   1   1   1   1 -
5075                 -          input_alignment      -            8.2e-12   43.9   0.0     1e-11   43.5   0.0   1.1   1   0   0   1   1   1   1 -
15349                -          input_alignment      -            8.9e-12   43.7   0.1   1.1e-11   43.5   0.1   1.0   1   0   0   1   1   1   1 -
16239                -          input_alignment      -              1e-11   43.6   7.5   7.9e-08   30.7   1.0   2.4   1   1   0   2   2   2   2 -
74654                -          input_alignment      -              1e-11   43.5   0.0   1.1e-11   43.4   0.0   1.0   1   0   0   1   1   1   1 -
83713                -          input_alignment      -            1.1e-11   43.5   0.0   2.7e-11   42.1   0.0   1.6   2   0   0   2   2   1   1 -
614                  -          input_alignment      -            1.2e-11   43.3   0.1   1.4e-11   43.1   0.1   1.0   1   0   0   1   1   1   1 -
2842                 -          input_alignment      -            1.2e-11   43.3   1.6   1.7e-11   42.8   1.6   1.1   1   0   0   1   1   1   1 -
7577                 -          input_alignment      -            1.3e-11   43.3  21.0   5.9e-06   24.5   4.7   3.0   1   1   2   3   3   3   3 -
74320                -          input_alignment      -            1.3e-11   43.2   1.2   1.6e-11   42.9   1.2   1.1   1   0   0   1   1   1   1 -
246                  -          input_alignment      -            1.3e-11   43.2   0.4   1.6e-11   42.9   0.4   1.0   1   0   0   1   1   1   1 -
8925                 -          input_alignment      -            1.4e-11   43.1   0.0   1.9e-11   42.7   0.0   1.2   1   0   0   1   1   1   1 -
4332                 -          input_alignment      -              2e-11   42.6   0.0   2.1e-11   42.5   0.0   1.0   1   0   0   1   1   1   1 -
4357                 -          input_alignment      -              2e-11   42.6   0.0   2.8e-11   42.1   0.0   1.2   1   0   0   1   1   1   1 -
8021                 -          input_alignment      -            2.2e-11   42.5   0.0   2.5e-11   42.3   0.0   1.0   1   0   0   1   1   1   1 -
9115                 -          input_alignment      -            2.3e-11   42.4   0.0   2.5e-11   42.3   0.0   1.0   1   0   0   1   1   1   1 -
17669                -          input_alignment      -            2.5e-11   42.3   0.0   3.4e-11   41.8   0.0   1.0   1   0   0   1   1   1   1 -
17641                -          input_alignment      -            2.6e-11   42.2   0.0   3.4e-11   41.8   0.0   1.1   1   0   0   1   1   1   1 -
82554                -          input_alignment      -            3.1e-11   42.0   0.0   4.4e-11   41.5   0.0   1.1   1   0   0   1   1   1   1 -
82211                -          input_alignment      -            3.1e-11   41.9   0.1     4e-11   41.6   0.1   1.0   1   0   0   1   1   1   1 -
11626                -          input_alignment      -            3.3e-11   41.9   0.0   3.8e-11   41.6   0.0   1.0   1   0   0   1   1   1   1 -
12911                -          input_alignment      -            3.7e-11   41.7   1.3   4.3e-11   41.5   1.3   1.1   1   0   0   1   1   1   1 -
4333                 -          input_alignment      -            4.3e-11   41.5   0.0   4.9e-11   41.3   0.0   1.0   1   0   0   1   1   1   1 -
3018                 -          input_alignment      -            4.4e-11   41.5   0.0   6.9e-11   40.8   0.0   1.3   1   0   0   1   1   1   1 -
14137                -          input_alignment      -            4.4e-11   41.5   0.1   4.9e-11   41.3   0.1   1.0   1   0   0   1   1   1   1 -
10996                -          input_alignment      -            4.4e-11   41.4   0.0   5.5e-11   41.1   0.0   1.0   1   0   0   1   1   1   1 -
14989                -          input_alignment      -            4.6e-11   41.4   0.3   2.2e-10   39.1   0.3   1.8   1   1   0   1   1   1   1 -
79210                -          input_alignment      -            4.8e-11   41.3   0.2     6e-11   41.0   0.2   1.1   1   0   0   1   1   1   1 -
10786                -          input_alignment      -            5.2e-11   41.2   0.0   6.3e-11   40.9   0.0   1.1   1   0   0   1   1   1   1 -
4476                 -          input_alignment      -            5.2e-11   41.2   0.0   6.6e-11   40.9   0.0   1.1   1   0   0   1   1   1   1 -
4054                 -          input_alignment      -            5.2e-11   41.2   0.0   5.7e-11   41.1   0.0   1.1   1   0   0   1   1   1   1 -
7416                 -          input_alignment      -            5.2e-11   41.2   0.1   7.2e-11   40.7   0.1   1.3   1   1   0   1   1   1   1 -
82391                -          input_alignment      -            5.6e-11   41.1   0.0   7.6e-11   40.7   0.0   1.1   1   0   0   1   1   1   1 -
76503                -          input_alignment      -            5.9e-11   41.0   0.0   6.8e-11   40.8   0.0   1.1   1   0   0   1   1   1   1 -
12118                -          input_alignment      -            6.7e-11   40.8   4.0     7e-10   37.5   2.9   1.7   1   1   0   1   1   1   1 -
83123                -          input_alignment      -            6.8e-11   40.8   0.0   1.5e-10   39.6   0.0   1.5   1   1   0   1   1   1   1 -
16282                -          input_alignment      -            7.1e-11   40.8   0.0     1e-10   40.2   0.0   1.1   1   0   0   1   1   1   1 -
1228                 -          input_alignment      -            8.8e-11   40.4   0.0   9.7e-11   40.3   0.0   1.0   1   0   0   1   1   1   1 -
8953                 -          input_alignment      -              1e-10   40.2   4.1   2.3e-10   39.0   4.1   1.5   1   1   0   1   1   1   1 -
70038                -          input_alignment      -            1.1e-10   40.2   1.0   1.2e-10   40.0   1.0   1.0   1   0   0   1   1   1   1 -
70306                -          input_alignment      -            1.2e-10   40.0   2.7   1.3e-10   39.8   2.7   1.0   1   0   0   1   1   1   1 -
14756                -          input_alignment      -            1.2e-10   39.9   1.8   1.4e-10   39.8   1.8   1.0   1   0   0   1   1   1   1 -
6869                 -          input_alignment      -            1.4e-10   39.8   3.5   7.6e-05   20.8   0.0   2.1   1   1   1   2   2   2   2 -
79871                -          input_alignment      -            1.4e-10   39.8   0.0   2.9e-08   32.1   0.0   2.0   2   0   0   2   2   2   1 -
2243                 -          input_alignment      -            1.6e-10   39.6   0.0   1.7e-10   39.5   0.0   1.0   1   0   0   1   1   1   1 -
4473                 -          input_alignment      -            1.7e-10   39.5   0.1   2.1e-10   39.2   0.1   1.1   1   0   0   1   1   1   1 -
5742                 -          input_alignment      -            1.8e-10   39.5   0.6   2.5e-10   38.9   0.6   1.1   1   0   0   1   1   1   1 -
78231                -          input_alignment      -            1.8e-10   39.5   0.0   2.2e-10   39.2   0.0   1.0   1   0   0   1   1   1   1 -
11148                -          input_alignment      -            1.9e-10   39.3   0.0   2.2e-10   39.1   0.0   1.0   1   0   0   1   1   1   1 -
4012                 -          input_alignment      -            1.9e-10   39.3   1.4   2.1e-10   39.2   1.4   1.0   1   0   0   1   1   1   1 -
17911                -          input_alignment      -              2e-10   39.3   0.0   2.7e-10   38.8   0.0   1.2   1   0   0   1   1   1   1 -
17891                -          input_alignment      -            2.6e-10   38.9   0.0   3.5e-10   38.5   0.0   1.0   1   0   0   1   1   1   1 -
11929                -          input_alignment      -            2.8e-10   38.8   0.1     3e-10   38.7   0.1   1.0   1   0   0   1   1   1   1 -
72881                -          input_alignment      -            2.9e-10   38.7   1.2   3.5e-10   38.5   1.2   1.0   1   0   0   1   1   1   1 -
6867                 -          input_alignment      -            4.8e-10   38.0   1.8   4.8e-10   38.0   1.8   1.6   1   1   1   2   2   1   1 -
6870                 -          input_alignment      -            4.8e-10   38.0   1.8   4.8e-10   38.0   1.8   1.6   1   1   1   2   2   1   1 -
3164                 -          input_alignment      -              5e-10   38.0   0.0   5.2e-10   37.9   0.0   1.0   1   0   0   1   1   1   1 -
77905                -          input_alignment      -            5.5e-10   37.8   0.0   6.3e-10   37.6   0.0   1.0   1   0   0   1   1   1   1 -
17470                -          input_alignment      -            6.2e-10   37.6   0.0   8.4e-10   37.2   0.0   1.1   1   0   0   1   1   1   1 -
83230                -          input_alignment      -            6.5e-10   37.6   0.1   8.6e-10   37.2   0.1   1.1   1   0   0   1   1   1   1 -
248                  -          input_alignment      -            6.6e-10   37.6   0.2     1e-09   36.9   0.2   1.2   1   0   0   1   1   1   1 -
4317                 -          input_alignment      -            7.7e-10   37.3   0.0   9.9e-10   37.0   0.0   1.0   1   0   0   1   1   1   1 -
75899                -          input_alignment      -            8.3e-10   37.2   0.0   8.7e-10   37.2   0.0   1.0   1   0   0   1   1   1   1 -
83526                -          input_alignment      -            8.8e-10   37.1   0.0   1.1e-09   36.8   0.0   1.1   1   0   0   1   1   1   1 -
12768                -          input_alignment      -            8.9e-10   37.1   4.7   7.8e-06   24.1   1.3   2.0   1   1   1   2   2   2   2 -
9727                 -          input_alignment      -            9.2e-10   37.1   0.5   1.5e-09   36.3   0.5   1.3   1   1   0   1   1   1   1 -
6652                 -          input_alignment      -            1.1e-09   36.8   0.2   1.3e-09   36.5   0.2   1.1   1   0   0   1   1   1   1 -
75182                -          input_alignment      -            1.2e-09   36.7   0.0   1.3e-09   36.6   0.0   1.0   1   0   0   1   1   1   1 -
7224                 -          input_alignment      -            1.2e-09   36.7   0.0   1.5e-09   36.4   0.0   1.0   1   0   0   1   1   1   1 -
83198                -          input_alignment      -            1.3e-09   36.6   0.1   1.7e-09   36.2   0.1   1.1   1   0   0   1   1   1   1 -
69314                -          input_alignment      -            1.4e-09   36.5   0.1   1.5e-09   36.4   0.1   1.0   1   0   0   1   1   1   1 -
11061                -          input_alignment      -            1.5e-09   36.4   0.4   1.6e-09   36.3   0.4   1.0   1   0   0   1   1   1   1 -
2037                 -          input_alignment      -            1.6e-09   36.3   5.2   2.4e-09   35.7   5.2   1.2   1   0   0   1   1   1   1 -
74535                -          input_alignment      -            1.7e-09   36.2   3.9   3.3e-09   35.2   3.9   1.5   1   1   0   1   1   1   1 -
78301                -          input_alignment      -            1.8e-09   36.1   0.2     2e-09   36.0   0.2   1.0   1   0   0   1   1   1   1 -
69942                -          input_alignment      -            1.9e-09   36.0   1.3     2e-09   35.9   1.3   1.0   1   0   0   1   1   1   1 -
78002                -          input_alignment      -            2.3e-09   35.8   0.2   2.8e-09   35.5   0.2   1.1   1   0   0   1   1   1   1 -
82125                -          input_alignment      -            2.3e-09   35.7   0.0   2.8e-09   35.5   0.0   1.0   1   0   0   1   1   1   1 -
72850                -          input_alignment      -            2.3e-09   35.7   0.3   2.4e-09   35.7   0.3   1.0   1   0   0   1   1   1   1 -
3021                 -          input_alignment      -            2.7e-09   35.5   4.6     3e-09   35.4   4.6   1.1   1   0   0   1   1   1   1 -
8022                 -          input_alignment      -            2.8e-09   35.4   0.0   3.4e-09   35.2   0.0   1.0   1   0   0   1   1   1   1 -
75321                -          input_alignment      -            2.9e-09   35.4   0.1   3.3e-09   35.3   0.1   1.0   1   0   0   1   1   1   1 -
70451                -          input_alignment      -            3.8e-09   35.0   0.2   4.1e-09   34.9   0.2   1.0   1   0   0   1   1   1   1 -
68975                -          input_alignment      -            4.9e-09   34.7   0.2   5.2e-09   34.6   0.2   1.0   1   0   0   1   1   1   1 -
72981                -          input_alignment      -            4.9e-09   34.7   2.3   5.2e-09   34.6   2.3   1.0   1   0   0   1   1   1   1 -
3073                 -          input_alignment      -              6e-09   34.4   0.4   7.1e-09   34.1   0.4   1.0   1   0   0   1   1   1   1 -
1284                 -          input_alignment      -            6.2e-09   34.3   1.2   7.4e-09   34.1   1.2   1.0   1   0   0   1   1   1   1 -
10037                -          input_alignment      -            6.5e-09   34.3   0.2   8.3e-09   33.9   0.2   1.2   1   0   0   1   1   1   1 -
75784                -          input_alignment      -            6.9e-09   34.2   0.4   7.5e-09   34.0   0.4   1.0   1   0   0   1   1   1   1 -
2439                 -          input_alignment      -            7.2e-09   34.1   0.2   7.8e-09   34.0   0.2   1.0   1   0   0   1   1   1   1 -
14656                -          input_alignment      -            8.7e-09   33.8   2.0   1.8e-08   32.8   0.6   1.8   1   1   1   2   2   2   1 -
9331                 -          input_alignment      -            1.1e-08   33.6   0.2   1.2e-08   33.4   0.2   1.0   1   0   0   1   1   1   1 -
9332                 -          input_alignment      -            1.1e-08   33.6   0.2   1.2e-08   33.4   0.2   1.0   1   0   0   1   1   1   1 -
70044                -          input_alignment      -            1.2e-08   33.4   0.0   1.4e-08   33.2   0.0   1.1   1   0   0   1   1   1   1 -
80039                -          input_alignment      -            1.3e-08   33.3  18.2   1.5e-07   29.7   2.7   3.0   1   1   2   3   3   3   1 -
12081                -          input_alignment      -            1.3e-08   33.3   0.0   1.6e-08   33.0   0.0   1.0   1   0   0   1   1   1   1 -
5166                 -          input_alignment      -            1.3e-08   33.2   3.0   1.7e-08   32.9   3.0   1.1   1   0   0   1   1   1   1 -
2825                 -          input_alignment      -            1.8e-08   32.8   0.5   2.1e-08   32.6   0.5   1.0   1   0   0   1   1   1   1 -
80997                -          input_alignment      -            1.9e-08   32.7   0.0     4e-06   25.0   0.0   2.0   2   0   0   2   2   2   1 -
15568                -          input_alignment      -              2e-08   32.7   0.0   2.6e-08   32.3   0.0   1.1   1   0   0   1   1   1   1 -
14378                -          input_alignment      -              2e-08   32.6   1.8   3.4e-08   31.9   1.2   1.5   2   0   0   2   2   1   1 -
83477                -          input_alignment      -            3.1e-08   32.0   0.0   4.3e-08   31.6   0.0   1.1   1   0   0   1   1   1   1 -
1757                 -          input_alignment      -            3.6e-08   31.8   0.0   4.4e-08   31.5   0.0   1.0   1   0   0   1   1   1   1 -
72066                -          input_alignment      -            3.7e-08   31.8   0.0   3.7e-08   31.8   0.0   1.0   1   0   0   1   1   1   1 -
5224                 -          input_alignment      -            4.1e-08   31.6   2.0   4.6e-08   31.5   2.0   1.0   1   0   0   1   1   1   1 -
17813                -          input_alignment      -            4.1e-08   31.6   0.0   6.3e-08   31.0   0.0   1.3   1   1   0   1   1   1   1 -
78031                -          input_alignment      -            4.2e-08   31.6   0.0     5e-08   31.3   0.0   1.0   1   0   0   1   1   1   1 -
83552                -          input_alignment      -            4.8e-08   31.4   0.2   7.8e-08   30.7   0.2   1.3   1   0   0   1   1   1   1 -
